bl_number,service_order_id,service_order_type,container_no,container_type,trucking_vendor_name,from_location,to_location,requested_date,defect_count,defect_code,milestone_id,milestone_description,milestone_date,notes,sort_order
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MRKU4129520,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,2d8b2829-76a9-4ba1-97aa-9bc6dc9b4f12,"Actual Delivery Date",2021-06-22,ADD,30
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MRKU4129520,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,e2dd7c49-c7e5-4e05-be9c-b82c86aca69e,"Empty return date",2021-06-24,E/R,40
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MRKU4129520,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,4f813b9c-efb3-4999-a03b-6ff624da9f63,"Post shipment document upload date",2021-06-22,P/O,50
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MSKU9855424,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,e56c775c-fc50-49ce-85f5-9bf319c9bdbd,"Docs received date",2021-06-22,D/R,10
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MSKU9855424,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,abf6bba0-84d5-4782-92b0-3d32ecae79d3,"Shipment pullout date",2021-06-22,P/L,20
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MSKU9855424,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,31145c67-475b-4eed-8107-0ba622d33abc,"Actual Delivery Date",2021-06-22,ADD,30
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MSKU9855424,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,edbc98ff-8d10-4990-88d8-c46c194e1f80,"Empty return date",2021-06-24,E/R,40
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,MSKU9855424,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,71cc609e-9359-4cc2-b847-70fcc511a03b,"Post shipment document upload date",2021-06-22,P/O,50
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,TCNU8158410,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,f286da15-9e8f-40f1-ab0d-230e1fc23449,"Docs received date",2021-06-22,D/R,10
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,TCNU8158410,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,3a6a37c7-30ad-4bcf-8679-c2765ad64034,"Shipment pullout date",2021-06-22,P/L,20
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,TCNU8158410,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,c7800fff-4b05-473d-bfd7-048a16cc3316,"Actual Delivery Date",2021-06-22,ADD,30
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,TCNU8158410,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,1d918b94-af24-4cdb-9eee-8a8119228ebe,"Empty return date",2021-06-24,E/R,40
210411939,0044ec71-7d03-40be-bae6-7870c8bca479,TRK,TCNU8158410,DRY,SBT-LEASED,SAJED,JEDDA,2021-06-22,0,D01,96229ab7-3a14-4ea4-9810-3145ad4d4e57,"Post shipment document upload date",2021-06-22,P/O,50
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1148274,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,66ff7c48-81dc-46b9-8264-e7dbab4dbf90,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1148274,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,e0bce8e5-55b4-4d45-a598-26fc3b977d1e,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1148274,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,f30c9e85-78b5-43fd-8b3d-34cd55ebd86c,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1148274,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,b9c7a902-992b-45e1-ae40-3546792a94f2,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155015,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,49b70a5e-b1b6-488a-9f2f-7285400fc552,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155015,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,ca9c868a-9200-418f-b9c1-f392f731c70f,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155015,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,eec33026-b033-453d-bee7-fa48233e9a17,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155015,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,329eedc4-cc6b-41d1-b0c0-6bcd5bebd6b9,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155020,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,c392c60b-b533-4315-9dd1-3508deb641cf,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155020,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,d8b50fb0-cab6-4f25-92e6-74315f5c8438,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155020,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,0c6ad74a-5d0d-4210-8f3e-0d8d681d3794,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155020,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,4fddd8b1-d017-48d8-a1f6-f9f832a8c46f,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155360,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,b8ac858a-3afc-4157-ab20-ab8d1c21b49e,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155360,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,42a8419e-03e9-4ad9-88e9-fbf05e830072,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155360,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,2e1e3d43-0863-4932-9897-5c61dd9f7c7e,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,CXTU1155360,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,badef8a5-4ad3-4f0e-bd54-b05c1a900b75,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1143114,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,485f63d6-2c9d-429d-a278-fc724346caa3,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1143114,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,b3e4b17f-b115-4ed3-bec0-1d7b4b478a12,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1143114,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,2bee6a10-862c-4064-897b-05da27bf2d18,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1143114,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,10e494af-d52b-408e-8b2a-de98f77a1fa9,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1145734,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,a294a26a-2dfa-4568-b1e1-1076c239bca6,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1145734,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,2f2cf314-30da-4e08-8677-4c79cb8194ea,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1145734,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,056950e5-c0ad-42d3-a60e-74633650169a,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1145734,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,ba98a569-43de-4d64-b894-20a611ce78e0,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741348,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,7ad22ef1-4030-4609-afe8-0e82d365de4c,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741348,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,6f67a403-c55b-457e-a710-1ddefaf1bfc2,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741348,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,161f75c0-dc51-464b-bdba-85bcc32ca254,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741348,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,c41e8895-d593-42d8-b3f9-34efd34e4b93,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741374,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,45896c83-6198-49e8-97ce-eb11018553a1,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741374,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,1bf3c744-dc78-4b1e-98d0-ef2305aa8682,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741374,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,66bc7468-d0a6-47c0-976a-a69db18a06e1,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1741374,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,0edec838-a103-49f2-91ff-d3178b16a2ec,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1750041,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,d6d4ea19-d36a-4be4-bfa0-7e3b2c243084,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1750041,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,eebeaf36-b03d-496a-9c32-cf4b6b8d64ba,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1750041,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,a2055d73-c212-4662-86bb-d602b710e0f2,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1750041,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,0a6e169d-049e-4d2c-9da3-906a64409cbe,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1842852,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,f8ced986-4abe-42c8-83ad-079e99d9e1a0,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1842852,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,39cb5879-59bd-436c-9743-169c23af9aad,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1842852,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,0cd6e465-1071-44cf-a94b-769a1d2a616f,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1842852,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,66f44126-a1b4-41d0-92b0-cc31d9360de7,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1844048,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,b330d7d1-0510-4fa2-9944-b70781479d94,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1844048,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,ac4c9039-c9e3-4370-858f-ac187fe839a2,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1844048,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,58f5af78-ac49-4e7f-9ae0-b6a25a021772,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1844048,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,0da7e50d-9e16-4d08-95ef-ea0f4d0247b5,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1845466,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,2b9e464d-d42a-4129-b18d-3d4e6223e8b5,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1845466,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,69602867-fe6e-480d-9da9-e8d8f4685dad,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1845466,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,bb5f927e-b634-4d3b-bbc0-33f5874c21e0,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1845466,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,bcd028a4-6c76-4b1b-af17-f0f909ce74fb,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1848803,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,182547ff-73aa-4de5-9ad0-f5979608420e,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1848803,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,c30a4a96-d658-470b-ac1b-d80c8e4a92a7,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1848803,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,69996d86-61d1-4b82-8d27-f983d0e23ddf,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1848803,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,bcbbb680-91b1-4c1e-94b3-0d2d6ea59850,"Actual Gate-in date",2021-06-13,A/G,40
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1944520,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,247632bc-98aa-4532-8ea4-c3dbe8d0c899,"Containers pullout from terminal (Date)",2021-06-06,P/O,10
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1944520,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,68e248b2-9e5b-4dfe-87f3-5cbd0eb7b34d,"Actual stuffing date",2021-06-08,A/S,20
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1944520,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,f294135a-5bd7-4fd6-a32f-d2d04b14e3c4,"Manifest/Bayan received date",2021-06-13,M/R,30
912522740,00924c3a-41da-4ab5-b936-8154c8a5e51e,TRK,EURU1944520,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-06-13,0,D01,e14cda26-8527-4500-a8e2-24b6802e2e24,"Actual Gate-in date",2021-06-13,A/G,40
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU4180476,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,57da4c1b-0e46-4ba7-a8d9-559fe1a754b1,"Shipment pullout date",2021-06-08,S/P,10
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU4180476,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,ce7a0306-7279-4f31-9d80-04f2e7a61cec,"Actual Delivery Date",2021-06-15,ADD,20
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU4180476,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,66623f34-468c-4680-9f0e-0e346b12d73c,"Empty return date",2021-06-15,E/R,30
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU4180476,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,906b6aed-dba8-4582-8596-07390efa73e9,"Post shipment document upload date",2021-06-20,P/S,40
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU9026571,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,5754dfb8-0062-446c-8646-6c8cd9d289ed,"Shipment pullout date",2021-06-08,S/P,10
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU9026571,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,8820e96b-eaf3-4c20-a9cc-e82c85ad9f19,"Actual Delivery Date",2021-06-15,ADD,20
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU9026571,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,cd0da52c-c447-4bcd-a584-c0406b91a1c1,"Empty return date",2021-06-15,E/R,30
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MNBU9026571,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,e71e3aca-18df-4a2d-b3ef-e8fdc48de80e,"Post shipment document upload date",2021-06-20,P/S,40
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MSWU9062669,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,68a7c482-eee3-4ebd-9dfd-c3fbb0420769,"Shipment pullout date",2021-06-08,S/P,10
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MSWU9062669,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,3bf03acc-78a4-4c6b-8420-292df48bee2d,"Actual Delivery Date",2021-06-15,ADD,20
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MSWU9062669,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,96fe5b6a-ee70-452d-990a-76dee3c4fbe3,"Empty return date",2021-06-15,E/R,30
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MSWU9062669,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,286e90c8-7cb6-4ec6-80ae-3fc9558179b9,"Post shipment document upload date",2021-06-20,P/S,40
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MWCU6921224,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,0644ec4b-4fb8-492c-a83c-1d2a861871f4,"Shipment pullout date",2021-06-08,S/P,10
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MWCU6921224,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,22d64cd6-ce9b-4f32-963d-c5284c58e283,"Actual Delivery Date",2021-06-15,ADD,20
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MWCU6921224,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,d0e5a4fd-128b-4419-a9d4-7f25de2907ad,"Empty return date",2021-06-15,E/R,30
912351286,00c85cfe-0acf-4744-98d6-255044fa3595,TRK,MWCU6921224,REEF,KTS,JEDDAHQ,RIYADH,2021-06-08,0,D01,010363e8-a401-4577-91fd-089554fcdcce,"Post shipment document upload date",2021-06-20,P/S,40
210103283,00d295fc-320c-43fa-b2a4-e6419837372d,TRK,HASU1137720,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,8df123bd-2618-427d-8c3d-9fc0ed63df60,"Shipment pullout date",2021-05-19,P/O,10
210103283,00d295fc-320c-43fa-b2a4-e6419837372d,TRK,HASU1137720,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,ae2c499a-150f-4fb9-8bf1-1702b4f5fe3a,"Actual Delivery Date",2021-05-20,ADD,20
210103283,00d295fc-320c-43fa-b2a4-e6419837372d,TRK,HASU1137720,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,ddb1330e-825f-4992-8714-7fe8248625dd,"Empty return date",2021-05-20,E/R,30
210103283,00d295fc-320c-43fa-b2a4-e6419837372d,TRK,HASU1137720,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,33b05445-c15b-4c93-aa74-c2df67d9f5c4,"Post shipment document upload date",0000-00-00,,40
210103283,00d295fc-320c-43fa-b2a4-e6419837372d,TRK,HASU1143050,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,9d32bd40-e243-43d4-ad1b-426b568a0c85,"Shipment pullout date",2021-05-19,P/O,10
210103283,00d295fc-320c-43fa-b2a4-e6419837372d,TRK,HASU1143050,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,9623f386-c181-4813-9275-2626e110fb2e,"Actual Delivery Date",2021-05-20,ADD,20
