bl_number,service_order_id,service_order_type,clearance_vendor_name,requested_date,defect_count,defect_code,milestone_id,milestone_description,milestone_date,notes,sort_order
912199826,0075e976-f95d-419d-9c88-e8caf0409311,CLR,"AL WARED AL BAHRI",2021-04-27,0,D01,fab9d392-52c3-4d8a-b24f-670f726563c0,"Customs file submission date",2021-04-23,,30
912199826,0075e976-f95d-419d-9c88-e8caf0409311,CLR,"AL WARED AL BAHRI",2021-04-27,0,D01,39d8cf8a-8c01-484a-ae94-fa57b098e1a8,"Initial Bayan date",2021-04-23,,40
912199826,0075e976-f95d-419d-9c88-e8caf0409311,CLR,"AL WARED AL BAHRI",2021-04-27,0,D01,0401608c-68d0-45fc-a5c9-1095dba25074,"Final bayan date",2021-04-29,,50
912199826,0075e976-f95d-419d-9c88-e8caf0409311,CLR,"AL WARED AL BAHRI",2021-04-27,0,D01,15c4f4c5-70f3-41ed-8650-adefbdaf5fa9,"Shipment ready or on-hold",2021-04-29,,60
912199826,0075e976-f95d-419d-9c88-e8caf0409311,CLR,"AL WARED AL BAHRI",2021-04-27,0,D01,7d4a09ef-cf84-4a69-b86a-6e3ccccbd63c,"Shipment cleared date",2021-04-29,,70
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,726e048f-63df-452b-9a47-6c5e0999e3e5,"Docs received date",2021-06-06,,10
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,c1fddc25-f8cd-4c57-b2fa-3f5796557c23,"Manifest received date",2021-06-06,,20
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,59b46292-d26c-4741-9425-654e6a129360,"Customs file submission date",2021-06-06,,30
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,d42cc230-bd83-420e-a8cc-9437d360ae93,"Initial Bayan date",2021-06-06,,40
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,e0418b2e-9604-48c0-b910-257c1a826fb8,"Final bayan date",2021-06-09,,50
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,d3164804-c410-4e24-b658-f89b615ddccb,"Shipment ready or on-hold",2021-06-09,,60
912466683,01bdc7a8-3e69-4cee-ab5a-f61db78f2697,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,b120dce8-44bf-4eec-b533-df0e0497028a,"Shipment cleared date",2021-06-09,,70
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,ac106b52-5aa4-4d6e-a285-901d8150d0d6,"Docs received date",2021-05-31,,10
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,bb099266-8c43-4b19-8186-2ef8851046d4,"D/O collection date",2021-05-31,,20
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,42242cad-87a8-46fa-8129-4f3c5b2686dd,"Customs file submission date",2021-05-31,,30
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,b234b7b6-a38d-403a-bdd2-0468721a8da7,"Ready for duty payment (Date)",2021-06-02,,40
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,d0748f2c-4ad7-415e-b355-a8ab36e4edf2,"Duty payment/Final bayan date ",2021-06-02,,50
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,8bb31865-4d42-4e00-9294-eafb1d85e070,"Shipment ready or on-hold",2021-06-02,,60
608375128,027a7860-5a2a-4e79-8c87-02103d30bc2a,CLR,"AL WARED AL BAHRI",2021-05-31,0,D01,c33ad83b-39f7-460e-9e7b-fba54bc809b1,"Shipment cleared date",2021-06-02,,70
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,528fd2cc-c208-4a9f-845c-d2428f49aa47,"Docs received date",2021-05-10,RECEIVED,10
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,40f06f52-d0d7-4ea5-9cdc-e2adc68c3edf,"D/O collection date",2021-05-10,,20
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,c018b8eb-4f98-4368-9979-03ad14a3f559,"Customs file submission date",2021-05-10,,30
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,416c04a4-9c53-4398-be2a-e9fe9c255328,"Ready for duty payment (Date)",2021-05-10,,40
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,b602a8db-4738-41c2-91b9-eed724a38e68,"Duty payment/Final bayan date ",2021-05-18,,50
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,ea0f0d90-b736-462b-993f-65e37c37cc7a,"Shipment ready or on-hold",2021-05-19,,60
210085025,02cbf8d5-3383-4dee-abf9-58def446566f,CLR,SWC,2021-05-10,0,D02,7722b9b7-1396-48a7-819e-2e766fd9509f,"Shipment cleared date",2021-05-20,,70
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,f644f439-61b4-4765-a391-51e5adf9924a,"Docs received date",2021-05-17,RECEIVED,10
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,913dc64e-72fc-4550-9e17-a0780673cc21,"D/O collection date",2021-05-10,,20
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,1dbda239-89c6-401f-bb3b-33fb8099ed3e,"Customs file submission date",2021-05-17,,30
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,44d890b6-7b3f-44a6-b25a-bea1dc87062f,"Ready for duty payment (Date)",2021-05-17,,40
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,1626e7f8-48a3-4cbd-85cb-8c6bec80b480,"Duty payment/Final bayan date ",2021-05-17,,50
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,965409ce-d75b-4e3e-8be4-b86750a24afe,"Shipment ready or on-hold",2021-05-17,,60
MEDUG0769778,0356ce38-d291-436d-b7dc-9158c2a5b356,CLR,SWC,2021-05-12,0,D01,e2bf57cd-f1b5-432a-9917-6d93c0748abe,"Shipment cleared date",2021-05-19,,70
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,57e98a0f-05e7-4608-b73e-fafef97824e6,"Docs received date",2021-05-10,"RECEIVED ",10
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,3999cba9-3518-476a-a7f0-28e89a5d5416,"D/O collection date",2021-05-10,,20
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,228bfde3-0493-4dd7-b025-31740ea6f65d,"Customs file submission date",2021-05-10,,30
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,e1402aa2-1754-4d5c-80a9-b57a523914f7,"Ready for duty payment (Date)",2021-05-10,,40
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,a31097d5-2722-4b98-8c7f-672473f84196,"Duty payment/Final bayan date ",2021-05-18,,50
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,72e1e220-0370-4294-a298-d38034f3ed01,"Shipment ready or on-hold",2021-05-18,,60
210080820,0438edc3-6961-44bc-a6f4-bcae09371b3e,CLR,SWC,2021-05-10,0,D02,95b68a06-4bdd-48c6-93b4-a4610543bc66,"Shipment cleared date",2021-05-19,,70
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,fc7b84ae-c1b2-4e32-bd8f-db9920dd788c,"Docs received date",2021-05-27,,10
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,eb449475-3a2a-4fdc-b754-6321147dbb50,"D/O collection date",2021-06-23,,20
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,0c61252a-7e6e-41ed-8af7-8c151a80e9ed,"Customs file submission date",2021-05-27,,30
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,0028d555-d702-4060-9ba4-a7d298c2d47e,"Ready for duty payment (Date)",2021-06-23,,40
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,6f4516cc-9c3e-4880-9e4f-4e7c8d454fc6,"Duty payment/Final bayan date ",2021-06-23,,50
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,c8c26652-d56d-47c2-9e77-0006b4c12b73,"Shipment ready or on-hold",2021-06-23,,60
HLCUHEl210116611,04529a40-e32b-41a1-9b3d-26845d0c8bbf,CLR,"AL WARED AL BAHRI",2021-06-27,0,D01,44ceaf09-28f6-4483-903b-e96579107fe3,"Shipment cleared date",2021-06-23,,70
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,6f8ed5da-eeef-4a0d-ae87-b1da7f7332e2,"Docs received date",2021-05-25,,10
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,49c5c069-de06-48a3-a0ef-793f084ca831,"D/O collection date",2021-05-25,,20
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,950fd043-2fc7-4269-aab9-f9c65571ee78,"Customs file submission date",2021-05-25,,30
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,e598c7b5-382c-4ca6-b903-176f075fd31c,"Ready for duty payment (Date)",2021-05-26,,40
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,d86b7cb7-b8e0-4052-9a25-12e18b7378d0,"Duty payment/Final bayan date ",2021-05-26,,50
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,e923c2a6-ba2e-4f63-a6f7-503fad73b945,"Shipment ready or on-hold",2021-05-26,,60
MEDUG4138905,0534274d-177a-413d-be55-955f41dd1446,CLR,"AL WARED AL BAHRI",2021-05-25,0,D01,0c0a9527-28bf-4b55-a7a2-6ab85304295d,"Shipment cleared date",2021-05-26,,70
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,ebd222e4-9116-4b2a-b51b-954950dd17ad,"Docs received date",2021-05-25,,10
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,5ff58fe2-8f0b-4df6-8c40-a5980330a721,"D/O collection date",2021-05-27,,20
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,f5f62e68-7750-45f0-9cee-bfc5fc4dad44,"Customs file submission date",2021-05-26,,30
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,e93d7e5a-873d-4a92-bc49-2f64d1921aa3,"Ready for duty payment (Date)",2021-05-26,,40
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,5fb08c07-8a00-4baa-b211-954f8034a172,"Duty payment/Final bayan date ",2021-05-26,,50
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,fc8379b6-6dbf-4c20-9e41-c45458d6687b,"Shipment ready or on-hold",2021-05-26,,60
210848393,05c219c4-9340-4ebf-a10e-ec3464143812,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-25,0,D01,0d5d1455-1a57-47be-bc1d-d6788a61d1ea,"Shipment cleared date",2021-05-26,,70
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,760597b8-032e-468b-8575-ec005e11856f,"Docs received date",2021-05-18,,10
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,aa20adcc-e312-4cfa-890a-d7cfc6fea308,"Manifest received date",2021-05-18,,20
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,f80aebef-8e11-4a90-92d9-d3709b86bb16,"Customs file submission date",2021-05-18,,30
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,61af847a-fcc0-47ea-93f9-88571acf08a1,"Initial Bayan date",2021-05-19,,40
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,754e77f9-3bfa-4765-9e62-f2d24d4516ba,"Final bayan date",2021-05-19,,50
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,24a52a92-a861-4d0b-aa64-2aeaddccf0bc,"Shipment ready or on-hold",2021-05-19,READY,60
210756199,05d8e1f6-119b-4d2c-b700-37c131395425,CLR,"SAMSON FREIGHT",2021-05-15,0,D01,dd08c00f-2b8a-40bf-9a4f-7d9dcdcd82c6,"Shipment cleared date",2021-05-19,,70
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,36b50553-442e-4924-aa20-b0cfa8b00a82,"Docs received date",2021-05-16,,10
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,f5bc6835-f5e3-4e88-bd38-8954ffecd99c,"D/O collection date",2021-05-16,,20
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,3bdc971f-1282-4f27-9edc-1e41a2d84ad7,"Customs file submission date",2021-05-17,,30
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,c575b4a7-71dc-49d6-9df8-e65f46950306,"Ready for duty payment (Date)",2021-05-17,,40
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,712819c3-8cba-445f-825a-4e83ba4780da,"Duty payment/Final bayan date ",2021-05-17,,50
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,c5830e65-0ab9-4481-91a6-90f946ebff29,"Shipment ready or on-hold",2021-05-17,,60
912225169,06471861-cf4d-4fb2-bbea-50c569194fd1,CLR,"AL WARED AL BAHRI",2021-05-16,0,D01,6bd7e1f2-65b0-4cc9-89f3-7eab4951af9c,"Shipment cleared date",2021-05-17,,70
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,3d1d1fe0-39f2-4d61-b8fd-dd965b5406f4,"Docs received date",2021-05-06,,10
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,996180c6-8fbd-4219-b9e9-af9c2fd50aee,"D/O collection date",2021-05-25,,20
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,8aa1bb50-3827-4cd1-b436-460121bddb3b,"Customs file submission date",2021-05-22,,30
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,0d0d4351-19bb-4db4-a7ea-dc40ee7a4c11,"Ready for duty payment (Date)",2021-06-28,,40
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,7a2ae07c-4669-412a-a970-a64e32f40a23,"Duty payment/Final bayan date ",2021-06-29,,50
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,9e26f4ea-4782-486f-9b08-1a80a3bd3d40,"Shipment ready or on-hold",2021-06-30,"Ready ",60
208768291,066f90e9-4b5a-47cb-8dd6-f23ab7a41485,CLR,"AWAD JARALLAH AL QAHTANI",2021-05-06,0,D01,f9922882-bebb-430d-a3bb-43a43ecf6c1e,"Shipment cleared date",2021-05-31,,70
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,0732f7d8-db90-4325-b1a3-769fbf1e4338,"Docs received date",0000-00-00,,10
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,6bc83578-c5da-4e8f-b7b5-3e61cb7cad06,"D/O collection date",0000-00-00,,20
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,26766677-3336-4152-a7ff-31a1eb32fe74,"Customs file submission date",0000-00-00,,30
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,6f3b0b1c-fbc0-437f-aafc-904e98880df9,"Ready for duty payment (Date)",0000-00-00,,40
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,1653e94f-af61-4126-98dd-20461794d7e7,"Duty payment/Final bayan date ",0000-00-00,,50
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,875e9c08-74c8-4f80-8599-1a76ec43d287,"Shipment ready or on-hold",0000-00-00,,60
912415933,0689ea8e-fe8c-48ee-a557-9dbdbd267f05,CLR,"AL WARED AL BAHRI",2021-06-21,0,D01,ec6f5c2f-5330-4970-a7a9-fcb15144f00f,"Shipment cleared date",0000-00-00,,70
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,761404a9-af00-448f-9273-f113dce748fa,"Docs received date",0000-00-00,,10
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,99ad05fa-3c1b-4bc8-bba1-fd5cfa331ece,"Manifest received date",0000-00-00,,20
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,8ebbf239-c098-4e38-b7d2-2ba0027c227a,"Customs file submission date",0000-00-00,,30
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,1fc0ab8c-45a8-466b-8aa5-918f55171989,"Initial Bayan date",0000-00-00,,40
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,b7b39610-5bfb-428b-b14e-b2dbe0412482,"Final bayan date",0000-00-00,,50
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,6753d12f-c984-4141-8d80-f32d83c72e54,"Shipment ready or on-hold",0000-00-00,,60
912474921,06ef6e02-704d-4f70-8b56-656ed4c1b931,CLR,"AWAD JARALLAH AL QAHTANI",2021-06-01,0,D01,350722cf-aaee-4be6-ab12-772e1b67b5cd,"Shipment cleared date",0000-00-00,,70
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,5e6f923c-c8bf-4967-9e28-a5cb79fd7b46,"Docs received date",2021-05-08,,10
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,f51c5bac-d3f8-419c-968c-1af8811d3dc7,"Manifest received date",2021-05-08,,20
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,e4e8a152-b67f-492c-85ed-45283fdfbd72,"Customs file submission date",2021-05-09,,30
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,d628be70-477d-4f5f-ad18-b9657ac22a20,"Initial Bayan date",2021-05-09,,40
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,daddc343-28f7-43b7-983b-cb62b537a42c,"Final bayan date",2021-05-10,,50
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,d2e08c07-0e0c-4722-aff5-43fe96349b78,"Shipment ready or on-hold",2021-05-10,,60
210617894,07351f73-0a7c-4af7-9ed7-3032b59e0b23,CLR,110,2021-05-09,0,D01,566236c9-efc4-4d61-88a5-4ca6be5c2d19,"Shipment cleared date",2021-05-10,,70
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,f09ecd65-e894-41d0-b9a5-26415a4844b5,"Docs received date",2021-05-25,,10
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,b3b196c9-5e96-4be7-942b-dbc5048037d2,"Manifest received date",2021-05-24,,20
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,473f0cd5-44de-4595-b47d-8f97fc5f7ac2,"Customs file submission date",2021-05-25,,30
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,90a7d6a8-860d-4e07-b55b-af8d829f50d2,"Initial Bayan date",2021-05-25,,40
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,9b53c9ee-c0ad-4442-88ce-09437d7083c5,"Final bayan date",2021-05-25,,50
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,1f1ff6d4-1ad9-4135-975a-b9d3bd15926c,"Shipment ready or on-hold",2021-05-25,READY,60
210868981,078f8c80-bc1d-4799-9bd7-2d5c18cbeb15,CLR,"SAMSON FREIGHT",2021-05-22,0,D01,38330e90-5a1c-4e35-9387-611672b36eec,"Shipment cleared date",2021-05-26,,70
210260590,08445fd3-a746-4b10-9379-8252a7491d7b,CLR,"AL WARED AL BAHRI",2021-05-09,0,D01,2e63d3b1-2f24-4c5e-a46d-b5f628b5001a,"Docs received date",2021-04-25,,10
